algo,round_index,seed,ticks,killed,remaining,mean_survival_s,mean_compute_ops,decision_count,total_compute_ops
transformer_train,51,20260874,2160,11,9,13.52000000,45299.64517450,9771,442622833.00000000
transformer_train,52,20260875,2160,10,10,13.76150000,45299.44474788,10253,464455207.00000000
transformer_train,53,20260876,2160,11,9,12.92300000,45299.04080681,8577,388529873.00000000
transformer_train,54,20260877,2160,11,9,13.67600000,45299.75146286,10083,456757394.00000006
transformer_train,55,20260878,2160,10,10,14.64750000,45299.52972973,12025,544726845.00000000
transformer_train,56,20260879,2160,12,8,12.66250000,45300.00062058,8057,364982105.00000000
transformer_train,57,20260880,2160,9,11,13.93650000,45298.92624033,10602,480259215.99999994
transformer_train,58,20260881,2160,10,10,12.93450000,45298.80741947,8599,389524445.00000000
transformer_train,59,20260882,2160,10,10,14.24300000,45299.68794579,11216,508081300.00000000
transformer_train,60,20260883,2160,11,9,14.25950000,45300.15431111,11250,509626736.00000000
transformer_train,61,20260884,2160,9,11,15.08800000,45299.44850833,12905,584589383.00000000
transformer_train,62,20260885,2160,11,9,13.45850000,45299.42889718,9648,437048890.00000000
transformer_train,63,20260886,2160,11,9,14.28800000,45299.81507031,11307,512205009.00000000
transformer_train,64,20260887,2160,11,9,13.69200000,45299.55155709,10115,458204963.99999994
transformer_train,65,20260888,2160,9,11,15.68900000,45299.48670873,14107,639039859.00000000
transformer_train,66,20260889,2160,12,8,12.72850000,45300.18646965,8189,370963227.00000000
transformer_train,67,20260890,2160,10,10,13.97200000,45299.45371932,10674,483526369.00000000
transformer_train,68,20260891,2160,9,11,14.77750000,45299.48787040,12284,556458909.00000000
transformer_train,69,20260892,2160,10,10,13.93850000,45299.26623928,10607,480489317.00000000
transformer_train,70,20260893,2160,10,10,14.43350000,45299.99008364,11597,525343984.99999994
transformer_train,71,20260894,2160,10,10,14.11700000,45299.19135352,10964,496660334.00000000
transformer_train,72,20260895,2160,9,11,14.99350000,45299.53884869,12716,576028936.00000000
transformer_train,73,20260896,2160,10,10,13.54750000,45299.40508906,9825,445066655.00000006
transformer_train,74,20260897,2160,8,12,14.37750000,45298.93451189,11483,520167665.00000000
transformer_train,75,20260898,2160,10,10,14.06700000,45299.56608984,10864,492134485.99999994
transformer_train,76,20260899,2160,11,9,14.13650000,45300.08360596,11004,498482120.00000000
transformer_train,77,20260900,2160,10,10,13.38400000,45299.11686671,9498,430251012.00000006
transformer_train,78,20260901,2160,10,10,14.18100000,45299.71835557,11092,502464476.00000000
transformer_train,79,20260902,2160,11,9,13.86050000,45299.94048986,10452,473474978.00000006
transformer_train,80,20260903,2160,11,9,13.23650000,45299.51282051,9204,416936716.00000000
transformer_train,81,20260904,2160,12,8,12.62700000,45299.94365139,7986,361765350.00000000
transformer_train,82,20260905,2160,9,11,13.44000000,45298.83577896,9609,435276513.00000000
transformer_train,83,20260906,2160,10,10,13.61550000,45299.16805542,9961,451225013.00000000
transformer_train,84,20260907,2160,11,9,13.16900000,45299.30565663,9069,410819403.00000000
transformer_train,85,20260908,2160,11,9,13.37900000,45299.67551902,9489,429848621.00000000
transformer_train,86,20260909,2160,11,9,14.16900000,45299.82229650,11069,501423733.00000000
transformer_train,87,20260910,2160,9,11,14.69250000,45299.31401684,12114,548755890.00000000
transformer_train,88,20260911,2160,11,9,13.33450000,45299.79276596,9400,425818052.00000000
transformer_train,89,20260912,2160,11,9,12.94100000,45299.67920585,8613,390166137.00000000
transformer_train,90,20260913,2160,10,10,13.56250000,45299.51100964,9855,446426681.00000000
transformer_train,91,20260914,2160,10,10,14.01400000,45299.58598252,10758,487332945.99999994
transformer_train,92,20260915,2160,10,10,14.08600000,45299.39919281,10902,493854050.00000000
transformer_train,93,20260916,2160,11,9,13.47300000,45299.85667046,9677,438366713.00000006
transformer_train,94,20260917,2160,8,12,14.18600000,45298.86216216,11100,502817370.00000000
transformer_train,95,20260918,2160,9,11,14.50700000,45299.15379375,11743,531947962.99999994
transformer_train,96,20260919,2160,12,8,14.14750000,45300.31767480,11027,499526603.00000000
transformer_train,97,20260920,2160,10,10,13.96600000,45299.35321703,10662,482981704.00000000
transformer_train,98,20260921,2160,9,11,14.96350000,45300.03713654,12656,573317270.00000000
transformer_train,99,20260922,2160,11,9,14.00250000,45299.79210134,10736,486338568.00000006
transformer_train,100,20260923,2160,11,9,13.23550000,45299.63866551,9202,416847275.00000000
transformer_train,101,20260924,2160,9,11,15.33450000,45299.48290790,13398,606922472.00000000
transformer_train,102,20260925,2160,10,10,13.62250000,45299.39639098,9975,451861479.00000000
transformer_train,103,20260926,2160,9,11,14.35450000,45299.37506557,11438,518134251.99999994
transformer_train,104,20260927,2160,10,10,13.75450000,45299.62525637,10239,463822863.00000006
transformer_train,105,20260928,2160,12,8,12.86100000,45300.11923350,8454,382967207.99999994
transformer_train,106,20260929,2160,11,9,13.11450000,45299.55145089,8960,405883980.99999994
transformer_train,107,20260930,2160,10,10,13.88800000,45299.46849419,10506,475916216.00000000
transformer_train,108,20260931,2160,10,10,13.62450000,45299.72171560,9979,452045923.00000006
transformer_train,109,20260932,2160,10,10,14.42300000,45299.47598480,11576,524386734.00000000
transformer_train,110,20260933,2160,8,12,15.61150000,45299.50749050,13951,631973429.00000000
transformer_train,111,20260934,2160,12,8,12.24700000,45299.77276502,7226,327336158.00000000
transformer_train,112,20260935,2160,11,9,12.80650000,45299.40843720,8344,377978264.00000000
transformer_train,113,20260936,2160,12,8,13.65600000,45300.43508562,10044,454997570.00000000
transformer_train,114,20260937,2160,11,9,14.24300000,45299.94659891,11217,508129501.00000000
transformer_train,115,20260938,2160,12,8,12.54950000,45299.66147363,7831,354741649.00000000
transformer_train,116,20260939,2160,9,11,14.65550000,45299.19352159,12040,545402290.00000000
transformer_train,117,20260940,2160,9,11,13.83800000,45299.02325805,10405,471336336.99999994
transformer_train,118,20260941,2160,11,9,13.57450000,45299.87935223,9880,447562808.00000000
transformer_train,119,20260942,2160,12,8,14.10150000,45299.76031093,10935,495352879.00000000
transformer_train,120,20260943,2160,11,9,12.96450000,45299.57921478,8660,392294356.00000000
transformer_train,121,20260944,2160,10,10,14.04850000,45299.31162834,10827,490455647.00000000
transformer_train,122,20260945,2160,10,10,14.14200000,45299.32631197,11014,498926780.00000000
transformer_train,123,20260946,2160,9,11,15.07650000,45299.35072194,12882,583546236.00000000
transformer_train,124,20260947,2160,10,10,14.47100000,45299.71204592,11672,528738239.00000000
transformer_train,125,20260948,2160,12,8,13.00400000,45299.89347826,8740,395921069.00000000
transformer_train,126,20260949,2160,10,10,14.32600000,45299.29414866,11382,515596566.00000006
transformer_train,127,20260950,2160,12,8,12.54250000,45299.67775361,7817,354107581.00000000
transformer_train,128,20260951,2160,12,8,13.10400000,45300.19753915,8940,404983766.00000000
transformer_train,129,20260952,2160,10,10,14.00850000,45299.46077975,10747,486833305.00000000
transformer_train,130,20260953,2160,10,10,13.33300000,45299.04278416,9396,425629806.00000000
transformer_train,131,20260954,2160,10,10,14.41000000,45299.69748918,11550,523211506.00000000
transformer_train,132,20260955,2160,10,10,13.48900000,45298.99134734,9708,439762607.99999994
transformer_train,133,20260956,2160,9,11,14.01450000,45299.10987172,10758,487327824.00000000
transformer_train,134,20260957,2160,10,10,14.66400000,45300.00082932,12058,546227410.00000000
transformer_train,135,20260958,2160,10,10,13.10400000,45298.97997315,8938,404882283.00000000
transformer_train,136,20260959,2160,10,10,15.14200000,45299.79268480,13014,589531502.00000000
transformer_train,137,20260960,2160,10,10,14.42500000,45299.86113990,11580,524572391.99999994
transformer_train,138,20260961,2160,11,9,13.17050000,45299.56735009,9072,410957675.00000000
transformer_train,139,20260962,2160,10,10,14.01200000,45299.95480751,10754,487155714.00000000
transformer_train,140,20260963,2160,12,8,13.32600000,45299.87595908,9384,425094036.00000000
transformer_train,141,20260964,2160,10,10,14.22800000,45299.72984087,11186,506722778.00000000
transformer_train,142,20260965,2160,11,9,13.20150000,45299.23954456,9134,413763254.00000000
transformer_train,143,20260966,2160,11,9,13.56100000,45299.65462296,9853,446337497.00000000
transformer_train,144,20260967,2160,10,10,13.95000000,45299.18231421,10630,481530308.00000000
transformer_train,145,20260968,2160,11,9,13.43400000,45299.71424107,9599,434831957.00000000
transformer_train,146,20260969,2160,10,10,14.74000000,45299.55315315,12210,553107544.00000000
transformer_train,147,20260970,2160,10,10,13.02200000,45299.21153408,8774,397455282.00000000
transformer_train,148,20260971,2160,11,9,13.31300000,45299.64636101,9357,423868791.00000000
transformer_train,149,20260972,2160,10,10,14.23550000,45299.36246764,11201,507398159.00000000
transformer_train,150,20260973,2160,8,12,14.95550000,45299.22406836,12639,572536893.00000000
transformer_train,151,20260974,2160,10,10,13.62550000,45299.60875664,9981,452135394.99999994
transformer_train,152,20260975,2160,10,10,14.16000000,45299.69737557,11050,500561656.00000006
transformer_train,153,20260976,2160,11,9,13.69600000,45299.54114393,10123,458567255.00000000
transformer_train,154,20260977,2160,10,10,13.61000000,45299.36542714,9950,450728686.00000000
transformer_train,155,20260978,2160,9,11,15.22900000,45299.43421552,13187,597363639.00000000
transformer_train,156,20260979,2160,9,11,14.57250000,45299.37712649,11874,537884804.00000000
transformer_train,157,20260980,2160,12,8,13.25000000,45300.10528596,9232,418210572.00000000
transformer_train,158,20260981,2160,11,9,14.40250000,45299.68854022,11536,522577207.00000000
transformer_train,159,20260982,2160,10,10,14.09750000,45299.18416476,10925,494893587.00000000
transformer_train,160,20260983,2160,8,12,16.11000000,45299.60917849,14948,677138558.00000000
transformer_train,161,20260984,2160,10,10,14.71500000,45299.90123355,12160,550846799.00000000
transformer_train,162,20260985,2160,11,9,13.21900000,45299.59504853,9169,415351987.00000000
transformer_train,163,20260986,2160,11,9,12.53850000,45299.37602459,7808,353697528.00000000
transformer_train,164,20260987,2160,10,10,13.88500000,45299.11200000,10500,475640676.00000000
transformer_train,165,20260988,2160,11,9,15.03950000,45300.41764247,12810,580298350.00000000
transformer_train,166,20260989,2160,11,9,13.42850000,45299.73675428,9588,434333876.00000000
transformer_train,167,20260990,2160,11,9,14.21250000,45299.59214772,11156,505362250.00000000
transformer_train,168,20260991,2160,11,9,13.11700000,45299.26503067,8965,406107911.00000000
transformer_train,169,20260992,2160,10,10,13.28800000,45299.28841608,9306,421555178.00000000
transformer_train,170,20260993,2160,11,9,13.34850000,45299.05494272,9428,427079490.00000000
transformer_train,171,20260994,2160,9,11,14.13400000,45299.30599254,10997,498156468.00000000
transformer_train,172,20260995,2160,11,9,13.10100000,45299.53621404,8933,404660757.00000000
transformer_train,173,20260996,2160,10,10,14.66850000,45299.43026436,12067,546628225.00000000
transformer_train,174,20260997,2160,12,8,13.19650000,45299.82213699,9125,413360877.00000000
transformer_train,175,20260998,2160,11,9,14.08850000,45299.92005867,10908,494131528.00000000
transformer_train,176,20260999,2160,10,10,14.14050000,45299.89238035,11011,498797114.99999994
transformer_train,177,20261000,2160,11,9,13.62650000,45299.47335737,9984,452269942.00000000
transformer_train,178,20261001,2160,9,11,15.34750000,45299.56749106,13424,608101394.00000000
transformer_train,179,20261002,2160,9,11,14.28600000,45299.18033802,11301,511926037.00000006
transformer_train,180,20261003,2160,9,11,15.21150000,45299.41727494,13152,595777936.00000000
transformer_train,181,20261004,2160,11,9,14.00350000,45299.87092568,10738,486430014.00000006
transformer_train,182,20261005,2160,9,11,14.35200000,45299.23843261,11433,517906193.00000000
transformer_train,183,20261006,2160,10,10,13.51900000,45299.21181409,9768,442482701.00000000
transformer_train,184,20261007,2160,10,10,14.87800000,45299.74611565,12486,565612630.00000000
transformer_train,185,20261008,2160,9,11,14.62350000,45299.18219773,11976,542503006.00000000
transformer_train,186,20261009,2160,10,10,14.57500000,45299.66936027,11880,538160072.00000000
transformer_train,187,20261010,2160,11,9,13.68750000,45299.73580051,10106,457799130.00000000
transformer_train,188,20261011,2160,8,12,15.58400000,45299.81908463,13896,629486286.00000000
transformer_train,189,20261012,2160,11,9,12.91050000,45299.39873714,8552,387400458.00000000
transformer_train,190,20261013,2160,9,11,15.08050000,45299.55298681,12890,583911238.00000000
transformer_train,191,20261014,2160,11,9,13.96250000,45299.73104354,10656,482713934.00000000
transformer_train,192,20261015,2160,8,12,14.98500000,45299.24744054,12698,575209844.00000000
transformer_train,193,20261016,2160,9,11,14.46350000,45299.14533288,11656,528006838.00000000
transformer_train,194,20261017,2160,10,10,13.80500000,45299.56692456,10340,468397522.00000000
transformer_train,195,20261018,2160,12,8,13.45550000,45299.77984030,9643,436825776.99999994
transformer_train,196,20261019,2160,10,10,13.93950000,45299.08671882,10609,480578010.99999994
transformer_train,197,20261020,2160,11,9,13.30600000,45299.25409397,9343,423230931.00000000
transformer_train,198,20261021,2160,12,8,13.29100000,45299.57912819,9314,421920279.99999994
transformer_train,199,20261022,2160,10,10,13.95450000,45299.42964564,10639,481940632.00000000
