algo,round_index,seed,ticks,killed,remaining,mean_survival_s,mean_compute_ops,decision_count,total_compute_ops
transformer_train,40,20260863,2400,10,10,15.08200000,45310.40732641,10974,497236410.00000006
transformer_train,41,20260864,2400,10,10,15.98500000,45311.14460094,12780,579076428.00000000
transformer_train,42,20260865,2400,10,10,15.31700000,45310.49265991,11444,518533277.99999994
transformer_train,43,20260866,2400,11,9,14.89300000,45310.84203076,10597,480158993.00000000
transformer_train,44,20260867,2400,10,10,15.24700000,45310.37119604,11304,512188436.00000000
transformer_train,45,20260868,2400,12,8,13.83600000,45311.92032060,8484,384426332.00000000
transformer_train,46,20260869,2400,11,9,14.70800000,45310.94915420,10227,463395077.00000000
transformer_train,47,20260870,2400,12,8,14.33550000,45312.37108510,9483,429697215.00000000
transformer_train,48,20260871,2400,10,10,15.72150000,45310.61462499,12253,555190961.00000000
transformer_train,49,20260872,2400,12,8,16.10450000,45312.63919822,13021,590015875.00000000
transformer_train,50,20260873,2400,9,11,16.20500000,45310.40328315,13219,598958221.00000000
transformer_train,51,20260874,2400,11,9,15.04750000,45311.24280213,10906,494164414.00000000
transformer_train,52,20260875,2400,10,10,15.40200000,45310.69312898,11614,526238390.00000000
transformer_train,53,20260876,2400,12,8,13.51900000,45311.71745223,7850,355696982.00000000
transformer_train,54,20260877,2400,10,10,15.66200000,45310.91198286,12134,549802606.00000000
transformer_train,55,20260878,2400,10,10,16.36300000,45310.98492908,13536,613329492.00000000
transformer_train,56,20260879,2400,12,8,14.20350000,45311.53845319,9219,417727073.00000000
transformer_train,57,20260880,2400,8,12,16.39400000,45310.24051192,13596,616038030.00000000
transformer_train,58,20260881,2400,9,11,15.43300000,45309.91563169,11675,528993265.00000000
transformer_train,59,20260882,2400,12,8,14.75550000,45312.09813039,10323,467756789.00000000
transformer_train,60,20260883,2400,10,10,16.38700000,45311.28209658,13584,615508456.00000000
transformer_train,61,20260884,2400,10,10,16.37550000,45311.09497825,13561,614463759.00000000
transformer_train,62,20260885,2400,12,8,14.18350000,45311.79638305,9179,415916979.00000000
transformer_train,63,20260886,2400,12,8,14.99050000,45312.30844066,10793,489055745.00000000
transformer_train,64,20260887,2400,11,9,15.22700000,45310.96431425,11265,510428013.00000000
transformer_train,65,20260888,2400,8,12,17.75300000,45311.17984553,16314,739206588.00000000
transformer_train,66,20260889,2400,12,8,14.24150000,45312.27208176,9295,421177569.00000006
transformer_train,67,20260890,2400,10,10,15.19200000,45310.49276398,11194,507205656.00000000
transformer_train,68,20260891,2400,9,11,16.41150000,45310.80311033,13632,617676868.00000000
transformer_train,69,20260892,2400,10,10,15.70800000,45310.75265827,12226,553969262.00000000
transformer_train,70,20260893,2400,10,10,15.98300000,45310.84142142,12776,578891310.00000000
transformer_train,71,20260894,2400,10,10,15.54300000,45310.40719570,11896,539012604.00000000
transformer_train,72,20260895,2400,8,12,17.27950000,45310.87635843,15367,696292237.00000000
transformer_train,73,20260896,2400,10,10,15.31100000,45310.86878936,11432,517993852.00000006
transformer_train,74,20260897,2400,8,12,16.15000000,45310.03844980,13108,593923984.00000000
transformer_train,75,20260898,2400,10,10,15.51400000,45310.77208988,11838,536388920.00000000
transformer_train,76,20260899,2400,10,10,15.97350000,45310.94120875,12757,578031677.00000000
transformer_train,77,20260900,2400,11,9,15.14400000,45310.89530588,11099,502905627.00000006
transformer_train,78,20260901,2400,10,10,16.11100000,45311.09330878,13032,590494168.00000000
transformer_train,79,20260902,2400,12,8,14.89200000,45312.14533786,10596,480127492.00000000
transformer_train,80,20260903,2400,11,9,14.60350000,45311.02854861,10018,453925884.00000000
transformer_train,81,20260904,2400,12,8,14.11100000,45312.18087226,9034,409350242.00000000
transformer_train,82,20260905,2400,10,10,14.33450000,45309.97141049,9479,429493219.00000000
transformer_train,83,20260906,2400,10,10,15.62900000,45310.50165728,12068,546807134.00000000
transformer_train,84,20260907,2400,11,9,14.52900000,45310.90596818,9869,447173331.00000000
transformer_train,85,20260908,2400,10,10,15.47200000,45310.78441382,11754,532582960.00000000
transformer_train,86,20260909,2400,11,9,15.70600000,45311.31956148,12223,553840259.00000000
transformer_train,87,20260910,2400,8,12,17.02850000,45310.77410024,14865,673544657.00000000
transformer_train,88,20260911,2400,11,9,14.94650000,45311.10108371,10704,485010026.00000000
transformer_train,89,20260912,2400,11,9,14.64200000,45311.01485884,10095,457414695.00000000
